UID,day,mode,success,time,os,version,device1,device2,device_code1,device_code2,device_code3,mac1,mac2,ip1,ip2,wifi,geo_code,ip1_sub,ip2_sub
13985,27,acfaded7e04e7ba0,1.0,18:19:12,102,7.0.0,8399be6b80847240,,607c2ea55e49b569,34e306858af373fe,,,e1939a3b3e800dab,0fe293bea342665a,,,,f5009e2c6c13c80c,
22652,26,d25caee90b27fa9b,1.0,14:12:17,102,4.1.7,09baf2f39bc3dc86,,f0a4807c748ec1b6,7fb791787e2b6757,,,933b1bfadb592f27,99533c7d37963762,,,,72309d88abb9b916,
12443,15,79f8b86938180c3c,,16:24:33,200,,,,,,,,,,,,,,
16596,11,c8741ce15ceac2a4,1.0,11:48:51,102,7.0.5,a92470e4f878a3f4,M5 NOTE,22f40b98fbbd6d86,5e5d15b8f99cd58f,,,a8dc52f65085212e,cafd9e91f1f52dcb,,67701af6eac5fb4f,wkjg,62d59ffea675ce4b,
10548,24,c8741ce15ceac2a4,1.0,22:19:49,102,7.0.5,630a1adff2a87007,REDMI 5 PLUS,83a15e90034c9f98,a91bf27beb4a1d78,,,e527d9db1cae34c7,69943102ead13cb6,,ae1fe2c41c3aa1e7,wmdb,a8bf0ba6fc925b9a,
20749,10,c8741ce15ceac2a4,1.0,18:27:05,102,7.0.2,630a1adff2a87007,MI 5X,4e98ea3a74c94276,21a06f6c53f375da,,,3947516d53969bd9,a856b9fc0c62c3d3,,,wmd7,6838768730db4472,
17809,2,6b2aa6745680f08a,1.0,09:21:28,200,,,,,,,,,,689b94f56650049f,,,,41ca22fe48876229
15389,25,d25caee90b27fa9b,1.0,19:27:37,102,7.0.9,630a1adff2a87007,,d25b550aa7fa2322,43e60bc59bf689ac,,,2e58ce03b1634340,64ea62c88b8df36a,,,wwcu,1500ca925c709990,
10895,20,20a91b45ef8f8221,1.0,07:39:12,200,,,,,,,,,,233a25ab7e3b3fb1,,,,96887a1ec1222393
18769,27,c8741ce15ceac2a4,1.0,08:51:27,102,7.0.9,09baf2f39bc3dc86,SCL-CL00,3ae90fef125c8d40,cb818f3867b6abe7,,,8acfa2e099450768,e5a62956a74d3a9e,,,ww92,3bf1fc0786ea708e,
12006,23,c8741ce15ceac2a4,1.0,09:26:10,103,7.0.7,3a87947fdfb8d503,IPHONE 6,,,f389bb0240f77850,,,b84581474c0c4c9e,,c82b2cc803036632,,38197b765ccfa88c,
15236,26,c8741ce15ceac2a4,1.0,21:04:16,102,7.0.9,49dd36968dbfadda,PADM00,e0689b75dae9f722,27c4bbd831842a98,,,a8dc52f65085212e,885cdd82c0cc72f6,,432a73e53d02792a,wmr7,d130484c0b5f947a,
21514,28,c8741ce15ceac2a4,1.0,19:24:38,102,7.0.9,09baf2f39bc3dc86,CHE1-CL10,6720450ca4bc4657,5e3c0b1ae9f0e42c,,,,28634657b6625b96,,,wms9,5a5e2b98f8d56818,
11218,1,6b2aa6745680f08a,1.0,19:20:23,200,,,,,,,,,,58625f40e3c469f3,,,,40f808129a9ca0b0
13709,26,c8741ce15ceac2a4,1.0,21:29:34,102,7.0.9,a92470e4f878a3f4,PRO 6 PLUS,87398048e8f3abe3,d5022691195df4f4,,,c17ccbf2f5e01722,2a45917fa6fb19e8,,72daa3212fec7aef,wx4d,a0d1683b3cb86edc,
17374,17,bf79b3647c0878eb,1.0,15:48:31,102,7.0.9,d2cf44cec09806cc,VIVO X7,8a1ad86bcb26c88c,549f5fb79ed6e03d,,cf69b6b977b78047,,c101adeaeff96244,,,ws2p,b58063d5d54d8465,
16835,29,c8741ce15ceac2a4,1.0,08:50:06,102,7.0.9,49dd36968dbfadda,OPPO A37M,87ce5b0029757261,67bd293d9f2edbb0,,,22a974a0e8080400,78cde75c288ce647,,85f178992e2bf61d,wkjc,a255a8a183217b94,
12327,5,c8741ce15ceac2a4,1.0,17:40:31,102,7.0.5,d2cf44cec09806cc,VIVO Y75A,22b18d77866ddb72,215ff6c3f3127ddc,,,bf27c1ad1d863018,7485bf420596d538,,,wm5h,0a850328fa1a6e5d,
18602,28,79f8b86938180c3c,,22:19:21,200,,,,,,,,,,,,,,
21711,20,3b02bcd4b685d7a8,1.0,03:05:07,200,,,,,,,,,,2778647c3d57dcdb,,,,16c25eaaa81d0446
17440,30,3b02bcd4b685d7a8,1.0,18:05:00,200,,,,,,,,,,55e7e9f09a7e7764,,,,230b22322af1a17b
15666,16,20a91b45ef8f8221,1.0,07:28:30,200,,,,,,,,,,f214324acaa781f7,,,,2abcbafdfeb1cccc
11524,3,c8741ce15ceac2a4,1.0,02:26:40,102,7.0.5,d2cf44cec09806cc,VIVO X9S,6a03c2bbf5461a5b,9d514bd4cd7d6c38,,,d2168e28eeb594f0,995ac1918693b87c,,a1cd908722a6d492,,ac71ec3e10a583f5,
20567,10,c8741ce15ceac2a4,1.0,08:24:23,102,7.0.5,09baf2f39bc3dc86,HUAWEI TIT-AL00,c6464dfd9d9eedeb,462b0e7d3d942f63,,,738cfa7026f7d5af,e47b1f25037b4d06,,,wkqj,9bab34b71569c27b,
15949,25,c8741ce15ceac2a4,1.0,18:33:15,102,7.0.9,09baf2f39bc3dc86,MHA-AL00,ef2a5026f31ed849,adf62ecef4c14301,,,a8dc52f65085212e,554816733cf82b9a,,70db88d8badad69a,,db09af42de19bdbf,
15232,5,c8741ce15ceac2a4,1.0,23:54:27,102,7.0.5,630a1adff2a87007,REDMI 3X,3799db77be0d8c3a,1850ad605adf1b95,,,f217aafff416cc98,ea77cc517296a1fc,,b67920d47cd6a242,wmd7,7c7f351105a8f4fb,
12205,10,c8741ce15ceac2a4,1.0,11:44:33,102,7.0.5,abc01ae41fae3e80,HISENSE M20-T,b1d8b4bd8d7b44c7,09b753280577fc6a,,,8e0185ed2297342a,68cbf604cffcdd22,,e5fb19faa292a982,wmr8,d319bf88159a73f1,
17287,17,acfaded7e04e7ba0,1.0,10:08:40,102,7.0.5,dcc26c88f36170cc,SM-C9000,742e5ff7e0648fab,e45888fe3c21313e,,,65a2b1d473c17013,a3cf95d69cfdda0a,,382b55fe3c0f7a1f,wtw6,041bb8bce90fa5f5,
18714,1,c8741ce15ceac2a4,1.0,16:22:02,103,7.0.5,aca4977fbe8741e1,IPHONE 5S,,,cf52210c0c26b19f,,,89e469a4d407f1e2,,,,cfceff8cca4d501b,
13326,27,c8741ce15ceac2a4,1.0,06:54:59,102,7.0.9,630a1adff2a87007,REDMI 5 PLUS,b545fc1d3510a478,277a653f10a2503c,,,a8dc52f65085212e,4390aa66ed0ba14e,,,wxh1,6d8ccd047fbcc088,
12299,23,c8741ce15ceac2a4,1.0,06:28:06,102,7.0.9,d2cf44cec09806cc,VIVO X21I A,b7ce9953279d4088,51f39d4efe36ae43,,,a8dc52f65085212e,cfb5f76df18f0b1a,,,wxvv,8d71e8380725a2be,
21936,8,c8741ce15ceac2a4,1.0,12:06:04,102,7.0.2,11d2937f9a3a5fcf,Q988,849ad0d87c3dac27,af735528430fc9fc,,,7c4de8704312edd2,a006af6db13c9746,,85d3fd0a540fd3dd,wqnr,0703ef9bd54d1fb0,
13789,23,c8741ce15ceac2a4,1.0,09:07:29,102,7.0.9,d2cf44cec09806cc,VIVO X9S PLUS,a36d00e404e2cdd6,0e00ab5b4e431530,,,43cee783ded26ae2,70b0371e51a75b47,,c4cf0cc91866b334,wrnn,ddfae5081a013626,
10033,22,c8741ce15ceac2a4,0.0,17:33:06,102,7.0.5,09baf2f39bc3dc86,EVA-AL00,c8c975f6d9c5c4c1,0610241f62765ea8,,,a8dc52f65085212e,89e4522a86706049,,36e9c99386cb3777,wtj3,859b70d9460fcd8c,
18461,1,c8741ce15ceac2a4,1.0,16:28:08,103,7.0.5,aca4977fbe8741e1,IPHONE 5,,,0c7bcff07e652883,,,c2cc5b17f4f089e6,,,,d7b4e373de1fcf4f,
21435,29,79f8b86938180c3c,,22:11:19,200,,,,,,,,,,,,,,
10595,18,c8741ce15ceac2a4,1.0,14:40:31,102,7.0.9,09baf2f39bc3dc86,STF-AL10,733c4b708642bd7c,55f48677c603d70d,,,a8dc52f65085212e,80dcabdc2108b1ca,,13bd0c749a1fae55,wt7n,d977aea061fccb2d,
11606,13,79f8b86938180c3c,,10:16:45,200,,,,,,,,,,,,,,
14522,8,c8741ce15ceac2a4,1.0,09:53:58,102,7.0.5,09baf2f39bc3dc86,FRD-AL10,30f03d25708b8f38,cbd0ef81cf0fcfc4,,,a8dc52f65085212e,9c9d49eddb6a59c3,,7801ef0c16805ba8,ws7w,77aa94e2b65e0d4e,
22431,30,c8741ce15ceac2a4,1.0,13:23:13,102,7.0.2,630a1adff2a87007,MI 1S,2655f3e7ee339f5a,,,,392755bbc60cb616,76b31e6719e73025,,3f27c92ab6f6e6af,ws80,7ede31b21fb579fc,
16444,12,c8741ce15ceac2a4,1.0,09:47:06,102,7.0.2,09baf2f39bc3dc86,HUAWEI NXT-TL00,3b60055fcfddc32c,f0c79437d728ec62,,,99ef28f1c397a007,03b87004efdddd18,,,wmd7,21c448b4e1a96a8e,
12353,15,d25caee90b27fa9b,0.0,02:32:03,200,,,,,,,,,,,,,,
17265,12,c8741ce15ceac2a4,1.0,16:23:25,102,7.0.5,09baf2f39bc3dc86,HUAWEI CAZ-AL10,63658268f3f11e90,a7b54ba991458480,,,a8dc52f65085212e,f6b131333ea2c25d,,,wtg1,f268f91764325344,
18328,8,cd75f033b0488ace,1.0,10:17:21,200,,,,,,,,,,99f833b6af5a5d2b,,,,42cc282caa2eaf31
12274,1,c8741ce15ceac2a4,1.0,13:27:42,102,7.0.5,630a1adff2a87007,MI NOTE 3,6514fc00615dab1f,a98ae14d0f3bc009,,,a8dc52f65085212e,89d449ac7e59476f,,65f11ac71985d65d,wwh3,d79a27eba2f61296,
19443,18,00094ae2a1d62504,1.0,20:18:17,200,,,,,,,,,,3ed3ee6fc188622d,,,,3cc75f40e5526dad
11770,26,d25caee90b27fa9b,1.0,12:12:22,102,4.1.7,09baf2f39bc3dc86,,70bab0630eed6acb,89a2b84215256de1,,,0dfc8870b3d8a556,99533c7d37963762,,,,72309d88abb9b916,
18232,10,963bd8a75ff9ab37,1.0,20:14:42,102,7.0.5,49dd36968dbfadda,OPPO A73,e63c75596797e63d,7c9a4dcd739e8efd,,a8dc52f65085212e,,851d1f629fe8ea49,,,wkzf,5ceddf69cb0b2886,
14300,30,c8741ce15ceac2a4,1.0,11:07:19,102,7.0.9,49dd36968dbfadda,OPPO R9M,4f1518a18acd9085,4b21154041dbf34c,,,74d925b2a727de6d,13d29481c238d8b0,,6dcd60ea2ae8bf56,wqgd,28e16797fbd36d4e,
22738,29,79f8b86938180c3c,,21:53:46,200,,,,,,,,,,,,,,
20415,22,072eee5c88d380df,1.0,10:33:48,102,7.0.9,09baf2f39bc3dc86,ALP-AL00,04a0a9dca84166ff,b9e5110225c5607a,,a8dc52f65085212e,,febf705a2bbd2efb,,,wtsw,b5d589189b089154,
12155,26,79f8b86938180c3c,,14:18:35,200,,,,,,,,,,,,,,
23326,14,c8741ce15ceac2a4,1.0,14:27:46,102,7.0.9,d2cf44cec09806cc,VIVO X9,0318320d787c57a8,e40b2da1477ef4b9,,,1a408fd4736cdaaf,b50949616697a99a,,bc73c1e6046e12bd,,b04b9488ecf05efd,
13188,22,c8741ce15ceac2a4,1.0,15:52:58,102,7.0.9,49dd36968dbfadda,OPPO A73,5759636fd33933f6,c3baa660c5036b7e,,,a8dc52f65085212e,70d430590597c421,,7fe58b678293e2c8,w7yz,550b8eb70b1e2f0d,
19915,7,c8741ce15ceac2a4,1.0,19:00:59,103,7.0.5,cae7ad368508a4c5,IPHONE 6,,,5903766d85c0c0b4,,,9177de9ebf82ff74,,22570c9e451c8502,,981277d4fa58ba0d,
14009,11,c8741ce15ceac2a4,1.0,11:43:05,103,7.0.0,3f39a579d7663a08,IPHONE 7,,,01dd7e9939b85f06,,,7b4b918f4a8df6fd,,,,2e32c70b1b6f5309,
13452,30,d25caee90b27fa9b,1.0,18:04:35,102,7.0.9,630a1adff2a87007,,a25f8b97037206b9,8af9403cc077bbbf,,,a8dc52f65085212e,163dc5a62e4e093e,,,wtjh,d6d6072dd02b4e99,
10995,8,79f8b86938180c3c,,13:20:55,200,,,,,,,,,,,,,,
22013,18,c8741ce15ceac2a4,1.0,00:14:54,102,7.0.2,630a1adff2a87007,REDMI NOTE 3,c869e2eba5c03b2e,f08291274e71b222,,,7988d6eb0e3ff845,43a978b6cc181f1e,,,,c18523ea411f66b9,
16420,14,c8741ce15ceac2a4,1.0,09:29:44,102,7.0.9,49dd36968dbfadda,OPPO R7SM,0b18328e7c217579,386bd8423d1648be,,,c4ae86698e0c461d,98e658dd1a543ac4,,,w7w6,53cd7fddc7a79f8e,
19515,16,c8741ce15ceac2a4,1.0,21:24:24,102,7.0.9,49dd36968dbfadda,OPPO R11S,35886f1218bd3dd4,a622ef2f4ec8d91b,,,a8dc52f65085212e,5d7e13d108e46829,,,wsu9,5adac93dcdb909cb,
13170,16,79f8b86938180c3c,,07:35:57,200,,,,,,,,,,,,,,
17288,17,072eee5c88d380df,1.0,13:31:16,103,7.0.7,476fb7ef04030b94,IPHONE 6 PLUS,,,bf76d66151245f2d,,,165d5c2ec2257ec6,,,wx4f,024cd43eaf33937b,
14459,20,c8741ce15ceac2a4,1.0,05:25:42,102,7.0.9,09baf2f39bc3dc86,HUAWEI RIO-AL00,18abdffe63c2e24e,9b4ba0c0bba9b8c9,,,00d2a4bb495be50f,d3c91d61b41dc795,,0779665665268a0d,wmr8,bae6b565d77ffd42,
12502,27,c8741ce15ceac2a4,1.0,15:17:28,102,7.0.9,09baf2f39bc3dc86,KIW-AL10,1b8cf778c4f6ef41,ec3dc5dca6da30d1,,,227c85b43bd39b54,133762dca3b273bf,,1855ea048020a010,ww7h,4db137820ca4cffa,
20417,8,c8741ce15ceac2a4,1.0,18:18:33,102,7.0.5,d2cf44cec09806cc,VIVO X21A,0d1058bf15d848c9,2aa75af78cc134f5,,,a8dc52f65085212e,445ba43d4a060dd0,,03b91e5c88153297,wsv4,dfe3f0b55a8b155a,
22247,19,c8741ce15ceac2a4,1.0,09:05:37,102,7.0.9,d2cf44cec09806cc,VIVO Y55A,67aca04e9e99310a,28347cefbca1e91c,,,eee67a1c38827680,f9302dac2a1f324d,,468a518b90499f26,wqmb,aceb675c1143c161,
16273,3,c8741ce15ceac2a4,1.0,21:44:40,102,7.0.5,49dd36968dbfadda,OPPO A73,62b96fbaa2f5c867,de71ea78f94204b9,,,a8dc52f65085212e,479c22ea61e947e4,,,wkx9,591394f3a2e3d34f,
20499,8,c8741ce15ceac2a4,1.0,20:17:33,102,7.0.5,a92470e4f878a3f4,M6 NOTE,2bd7dd548de5c1eb,a3f306f70f99d3c5,,,a8dc52f65085212e,5d3fc01ab6ecfabf,,131e8d30bd835c53,ws90,67ab3787dd1b4a5b,
17654,24,c8741ce15ceac2a4,1.0,12:37:24,102,7.0.9,8f970961c66d9ec6,ZTE BA603,46dda2f865398a77,90839af6baadbde6,,,6d2630f4c4236269,0fdf0cd8dc36842c,,70418a635e4f8b4b,ws2p,c826e8cc09dc004d,
19608,1,c8741ce15ceac2a4,1.0,10:55:58,102,7.0.5,49dd36968dbfadda,OPPO A59S,87152c8753fe2af9,505f8944ca59abfe,,,9225b5d1be482f67,2fbf7d23e59e7097,,c46a9fb2bb3b5f3a,wm4s,e9b94e2c5a2f25c8,
11376,15,00094ae2a1d62504,1.0,23:00:49,200,,,,,,,,,,73c1ed042ffca314,,,,d9bce586625d952c
10601,30,acfaded7e04e7ba0,1.0,08:12:16,102,7.0.0,8399be6b80847240,,b15f96245797c969,00e98253fc6bbcde,,,e00bc40cd859cb67,0fe293bea342665a,,,,f5009e2c6c13c80c,
23104,6,c8741ce15ceac2a4,1.0,22:45:28,102,7.0.5,d2cf44cec09806cc,VIVO X9,71f1f45fd4024f42,20a2c4387d97c22c,,,7ace996062ad80da,921e77f432ca1b38,,,tzz6,5aab6643a3265eea,
18593,17,072eee5c88d380df,1.0,22:23:08,102,7.0.5,dcc26c88f36170cc,SM-A5100,87868a6c27c4148c,e6c8e9b7f9908d53,,76dfb5a5440281e7,,fc1a971ec551f448,,,wm4x,dc7bf88238a773e7,
22283,8,6b2aa6745680f08a,1.0,08:45:48,200,,,,,,,,,,19b0b953ab4163ef,,,,a9a0aefa68b2eb54
10642,13,d25caee90b27fa9b,1.0,21:06:53,102,7.0.5,6bfebf3976ca39cc,,f4f2411755a2f306,,,,41a26fcb971a7b03,f007df6b0134bed6,,,,c45bffdd202f3795,
21392,20,c8741ce15ceac2a4,1.0,21:34:05,102,7.0.5,630a1adff2a87007,MI 5X,d0c285513b785609,a7e79e3c2c85c8c7,,,a8dc52f65085212e,be4d10f33b903b87,,,wm4v,6dff7cf059c04c41,
11576,7,d25caee90b27fa9b,1.0,15:49:22,102,7.0.5,d2cf44cec09806cc,,fbf37ff7f9e805c5,b19232c3beafe770,,,382408131d1f142d,2187a48ac5f84314,,,ws1h,ffc6146972256216,
10374,25,79f8b86938180c3c,,22:26:50,200,,,,,,,,,,,,,,
17602,13,c8741ce15ceac2a4,1.0,14:26:33,102,7.0.9,09baf2f39bc3dc86,BND-AL00,336c7a8574dd28f0,cf19de7e35abd3e1,,,a8dc52f65085212e,6f5144263f3940c5,,7ec786ecbd8acdb5,ws4y,a1f26764aaab8c15,
22261,18,c8741ce15ceac2a4,1.0,00:04:13,102,7.0.9,09baf2f39bc3dc86,FRD-AL00,1830c466b777f0f7,4c7f21727f7c539c,,,a8dc52f65085212e,ffb83998480dc6cf,,09fafba7ea46685f,wtek,c6690e5b3d7e136e,
22179,15,c8741ce15ceac2a4,1.0,16:34:51,102,7.0.9,d2cf44cec09806cc,VIVO Y71A,bd7e06f272323561,c56586876850a83a,,,a8dc52f65085212e,388001588b518f19,,1c5e285c9686f624,wkr6,3141ef10fe64695a,
20511,17,c8741ce15ceac2a4,1.0,11:21:00,102,7.0.9,49dd36968dbfadda,OPPO R11S,9742bfff3080cc48,14d2323a8ba34274,,,a8dc52f65085212e,5c95b8f533f431fa,,,whwb,69054860d565771c,
23266,22,b501fa4fc58206b9,1.0,14:52:44,103,7.0.0,aca4977fbe8741e1,"IPHONE9,3",,,d059c94c8b9fbfb9,,,9ec5a6cdfcc01a4d,,,ws07,a4a9ed260dbc1fba,
22257,28,79f8b86938180c3c,,16:40:21,200,,,,,,,,,,,,,,
10730,12,963bd8a75ff9ab37,1.0,21:05:59,102,7.0.5,8f970961c66d9ec6,ZTE BA603,b293fdf0e37f6986,,,a552a3bc9c95f6c5,,5d72d8875012ad66,,,wm6s,c225b1fc4ce0cc48,
12304,14,c8741ce15ceac2a4,1.0,07:17:27,102,7.0.2,09baf2f39bc3dc86,H60-L01,0bc9334d3723c071,,,,28d7ab0d6cf19580,df828d47b8e78868,,9e858828d72efe34,ww8p,06a5ec129f95ee24,
20697,23,c8741ce15ceac2a4,1.0,21:49:14,102,7.0.9,d2cf44cec09806cc,VIVO Y31A,884cf43cbbfa932d,84864a16c20f5b88,,,0bf92338f0887fd0,d0160ca063fde307,,cd90cf29ca7ea448,ww9z,8a2772ecc1212a91,
14645,5,d25caee90b27fa9b,1.0,10:48:32,102,7.0.5,a92470e4f878a3f4,,0f47c727941b2b9b,fd05f1d4bbf09497,,,37343cbbc30333e2,a9e8f9a716c11dcb,,,,b75da267d62215e8,
11155,25,20a91b45ef8f8221,1.0,14:49:51,200,,,,,,,,,,2138022fbdde0941,,,,18c718f606279e0f
13938,1,c8741ce15ceac2a4,1.0,20:43:56,103,7.0.5,aca4977fbe8741e1,IPHONE 7,,,38f4bd667ea9903e,,,e7aba5c27f1a642a,,,wt30,6fdce12d1921e1e0,
13540,17,d25caee90b27fa9b,1.0,15:26:49,103,6.6.3,aca4977fbe8741e1,,,,0b69dd5b75aadd62,,,941574aafe0f1b9b,,,,39c43f6fa0154696,
10830,11,d25caee90b27fa9b,1.0,18:45:00,102,7.0.5,49dd36968dbfadda,,2ce1dca3643b9672,e4555df72bd77c03,,,68d7051abf869a72,102ff52cba113783,,,wwe0,3db225359aff09b7,
23227,19,c8741ce15ceac2a4,1.0,12:55:09,102,7.0.2,630a1adff2a87007,MI 6X,7117987e34c7bdec,a8993795cc1a5164,,,a8dc52f65085212e,73d5618365c56b64,,05b0f38d72f05883,wm3y,ecbb39216f80e06d,
20864,24,08017d2cb28c2348,1.0,09:36:05,102,7.0.9,d2cf44cec09806cc,VIVO Y66L,d9ba470b7fd19183,6f9b26877d9831fa,,cc571fd2fba94ea8,,c84c136d910721de,,,,a3ac2177e065a819,
15792,12,79f8b86938180c3c,,19:15:10,200,,,,,,,,,,,,,,
16762,20,c8741ce15ceac2a4,1.0,17:48:56,102,7.0.2,630a1adff2a87007,REDMI NOTE 3,14e2edea1db2c997,5c2f11379eddac42,,,6c6d495845e3d702,d6c74391f12a9578,,66f6f98a0d681b46,ws0t,46fe13c1d20a617b,
15514,17,d25caee90b27fa9b,1.0,08:35:53,101,,,,,,,,,,,,,,
11886,15,c8741ce15ceac2a4,1.0,12:03:49,102,7.0.9,49dd36968dbfadda,PACM00,34d4212a859a5393,d4c175f07a746b12,,,a8dc52f65085212e,b7212c8fd68882d3,,,ws2r,6a322c0d4bbb45e0,
14118,22,c8741ce15ceac2a4,1.0,16:11:49,102,7.0.5,49dd36968dbfadda,OPPO R11T,2958de8225a73cb9,8f774b5e7c87eb8f,,,a8dc52f65085212e,93f7076d3b4d19f6,,,wme9,c07a4debefabfe13,
18853,27,d25caee90b27fa9b,1.0,14:31:45,102,4.1.7,09baf2f39bc3dc86,,a616d78a1ea11bb0,5d437186fbf46309,,,52e0fe5d5a69666d,99533c7d37963762,,,,72309d88abb9b916,
10643,30,79f8b86938180c3c,,08:10:34,200,,,,,,,,,,,,,,
11103,21,c8741ce15ceac2a4,1.0,07:36:59,102,7.0.9,d2cf44cec09806cc,VIVO X6S A,8da668f31891eabd,5efc49ade860624a,,,74f7e0d006808b2d,3e0feeb7f08fbea3,,64b0112a780f9275,wts0,baeec5310a261f5b,
17237,22,d25caee90b27fa9b,1.0,16:53:46,102,7.0.9,09baf2f39bc3dc86,EVA-AL00,3cdf31a617b316b6,0ba8e507a3815011,,8a3c4dd48d1beea6,a8dc52f65085212e,,,,wkdx,,
14016,23,79f8b86938180c3c,,21:26:06,200,,,,,,,,,,,,,,
13452,7,c8741ce15ceac2a4,1.0,15:48:13,102,7.0.5,630a1adff2a87007,MI 6,a25f8b97037206b9,8af9403cc077bbbf,,,a8dc52f65085212e,86c0b5439d70b685,,cfd2fc1ad10395c8,wtjh,4ebb6b1e09cd7414,
16157,27,acfaded7e04e7ba0,1.0,11:11:08,102,7.0.0,8399be6b80847240,,c29e0c4cb4ad64ac,431fd73aaf787179,,,6b842fab27c5f529,0fe293bea342665a,,,,f5009e2c6c13c80c,
13762,2,c8741ce15ceac2a4,1.0,20:06:23,102,7.0.5,d2cf44cec09806cc,VIVO X7PLUS,4a7dc7f2d5fb3732,6bdb3b7a2bda746a,,,e995499b8da03e71,7dc5aeac1e0692a9,,431c3184bcfa2a25,wkx8,1db4a90173b9926e,
10253,27,c8741ce15ceac2a4,1.0,00:13:19,102,7.0.9,09baf2f39bc3dc86,BLN-AL40,21ccbe5a2a9f9163,e41c87591f3daca7,,,a8dc52f65085212e,b95c3d99c778bab9,,6842112eb46b807a,wx4g,59d56684550022d2,
11390,23,c8741ce15ceac2a4,1.0,08:57:12,102,7.0.9,49dd36968dbfadda,OPPO R9 PLUSM A,bd7154513f5c24e8,edc32c398c702b43,,,0ca9fb1fb287f311,2699195d96ab5448,,,wmkj,7a952f19ce5ab36d,
20499,20,c8741ce15ceac2a4,1.0,10:06:15,102,7.0.9,a92470e4f878a3f4,M6 NOTE,2bd7dd548de5c1eb,1ad5bc297c03cbfd,,,a8dc52f65085212e,c97b8548354753f6,,,ws90,1394718c777fbeb5,
14446,18,c8741ce15ceac2a4,1.0,18:13:26,102,7.0.9,d2cf44cec09806cc,VIVO Y35A,117ff0997e8f8c68,263aebfd1f9c8d83,,,a8f38f15aa9d8897,9bdfaa44a7bb0a5c,,e643e126bada8f21,ws3c,a58b9c33b5f7e439,
21796,30,b501fa4fc58206b9,1.0,04:15:50,103,7.0.7,aca4977fbe8741e1,IPHONE 5S,,,c88234fcef0a83c5,,,7fd567728af53c8d,,,,f98d558c86f6e984,
15998,20,acfaded7e04e7ba0,0.0,11:16:10,102,7.0.0,8399be6b80847240,,5a2185d59ca8d282,,,,299869d9fa6644c2,938584ed3f038574,,,,f6a53982aad75bd1,
11813,30,c8741ce15ceac2a4,1.0,08:21:00,103,7.0.7,f8671421a0404412,IPHONE 7 PLUS,,,3ca891770612c623,,,4350513fd6968469,,579161fb1ad1919d,,fcfc19a8e4074f99,
15260,30,79f8b86938180c3c,,08:27:41,200,,,,,,,,,,,,,,
16626,10,c8741ce15ceac2a4,1.0,20:13:46,103,7.0.5,4fc6b76c5dfac260,IPHONE 6,,,990ade99f8835375,,,9b6357a488c7f9cd,,20d6089b514f7064,,9ce1b3701f3bf145,
16711,19,c8741ce15ceac2a4,1.0,14:45:35,102,7.0.9,09baf2f39bc3dc86,RNE-AL00,f8046386197043f5,e9ffa1af103ebe72,,,a8dc52f65085212e,e85787bb8c107795,,3689b6b6ade37fc8,wkxx,2123c354f7218597,
17300,14,c8741ce15ceac2a4,1.0,19:29:10,102,7.0.9,49dd36968dbfadda,OPPO R11S,6e720783e6c879db,03119d85c91824dc,,,a8dc52f65085212e,d0feda83cfa03bf5,,,ww2v,90cd75781eeff132,
18958,9,c8741ce15ceac2a4,1.0,08:02:44,102,7.0.5,a92470e4f878a3f4,M5,04c20fdf1dced629,70a47603de6e9b88,,,d66b601bc536dc68,872b36547e7d4d18,,224271362a390062,wt7w,9574a52e94043fd0,
14870,11,d25caee90b27fa9b,1.0,18:56:01,102,7.0.5,09baf2f39bc3dc86,,8ac137ca02eec530,29f789692620f969,,,fd12057e1a67d8a8,fed30f4a16e880b1,,,wme1,b3f3554a9945aee6,
10494,25,c8741ce15ceac2a4,1.0,09:46:22,102,7.0.9,d2cf44cec09806cc,VIVO Y79A,d1f78a1e992c4737,c4ba422dff5c1299,,,a8dc52f65085212e,71ffb40c5a5734df,,f9593d9f23454428,wwer,35f456a3ea322c4c,
12723,10,2f3e878175e34d9c,1.0,09:21:25,102,7.0.5,f0500a3e6cf7b756,W800,b1687c6505c2eea3,9359d29dc8bbbfd3,,f0c8e14e5edfa764,,ff7e9d4fb2e6a2a6,,,ww5j,dfd69a501ff956f5,
22615,3,cd75f033b0488ace,1.0,19:38:07,200,,,,,,,,,,3f9fec74514d5c8b,,,,5a03312d59a089b1
20355,17,c8741ce15ceac2a4,1.0,15:01:27,102,7.0.9,8da715186e14de1d,CM CM6,dff5c87481c003e0,88241898421390d5,,,38a94e686b50c58d,b21df8a8d0007048,,26f1d4986d8a6b95,wm3d,dde3762ac1e1eea6,
22967,1,acfaded7e04e7ba0,0.0,10:46:03,102,7.0.5,49dd36968dbfadda,OPPO R9S,bfa9cac3efd7647c,55c22c56bc83bc57,,,44d412cca5b9d7ed,d753b0e44bf32b5a,,,wrnc,18318e9a86beae3d,
13856,23,c8741ce15ceac2a4,1.0,20:06:08,102,7.0.9,d2cf44cec09806cc,VIVO X9,c08f6d72f1ce07d0,31b483fb20970ceb,,,3470e2f46107cc31,1bbc5f36a435bae2,,,wsb8,3cf66c66599050a0,
18376,10,c8741ce15ceac2a4,1.0,09:53:03,102,7.0.5,49dd36968dbfadda,OPPO R9SKT,6acb40176966a082,2a383b0c48edef3d,,,52796a3196cf0d96,919f7d10b29f59a7,,114f8413a8f21134,wt02,717902546839e312,
12725,19,e1d2fad8ffdc66b3,,09:05:06,200,,,,,,,,,,,,,,
